event_description,category,severity,location,industry,source
"Sea shipment from Shanghai, CN transporting Perishable Foods experienced Port Congestion with a delay of 2 days.",Transportation,Low,"Shanghai, CN",Perishable Foods,Historical Dataset
"Sea shipment from Mumbai, IN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Textiles,Historical Dataset
"Sea shipment from Tokyo, JP transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Textiles experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Semiconductors experienced Port Congestion with a delay of 6 days.",Natural Disaster,High,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Perishable Foods,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Semiconductors,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced Port Congestion with a delay of 3 days.",Transportation,Medium,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Tokyo, JP transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Raw Materials,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Financial,Low,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Consumer Electronics,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Auto Parts,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Perishable Foods,Historical Dataset
"Air shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Perishable Foods,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced Geopolitical Conflict (Route Diversion) with a delay of 15 days.",Natural Disaster,High,"Mumbai, IN",Perishable Foods,Historical Dataset
"Sea shipment from Tokyo, JP transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Consumer Electronics,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced Geopolitical Conflict (Route Diversion) with a delay of 17 days.",Political,High,"Shenzhen, CN",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Raw Materials,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Semiconductors,Historical Dataset
"Air shipment from Santos, BR transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Pharmaceuticals,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Auto Parts,Historical Dataset
"Sea shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Perishable Foods,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Semiconductors,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced Geopolitical Conflict (Route Diversion) with a delay of 13 days.",Political,High,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Air shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Auto Parts,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced Port Congestion with a delay of 2 days.",Transportation,Medium,"Tokyo, JP",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced Port Congestion with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Auto Parts,Historical Dataset
"Air shipment from Santos, BR transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Semiconductors,Historical Dataset
"Sea shipment from Santos, BR transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Financial,Medium,"Mumbai, IN",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Textiles experienced Geopolitical Conflict (Route Diversion) with a delay of 14 days.",Political,High,"Shenzhen, CN",Textiles,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Consumer Electronics,Historical Dataset
"Air shipment from Santos, BR transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Pharmaceuticals,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Perishable Foods,Historical Dataset
"Air shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Hamburg, DE transporting Semiconductors experienced Port Congestion with a delay of 2 days.",Financial,Medium,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Shanghai, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Perishable Foods,Historical Dataset
"Air shipment from Santos, BR transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Perishable Foods,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shanghai, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Mumbai, IN transporting Textiles experienced Geopolitical Conflict (Route Diversion) with a delay of 13 days.",Political,High,"Mumbai, IN",Textiles,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Textiles,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Consumer Electronics,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Consumer Electronics,Historical Dataset
